Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2012.03,Local government institutions,321,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,9592
2012.03,Local government institutions,321,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2012.03,Local government institutions,321,Financial assets Closing balance financial derivatives,LE00000,AFA0700,172
2012.03,Local government institutions,321,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1410
2012.03,Local government institutions,321,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,11640
2012.03,Local government institutions,321,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Local government institutions,321,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2012.03,Local government institutions,321,Financial liabilities Closing balance debt securities,LE00000,AFL0300,4420
2012.03,Local government institutions,321,Financial liabilities Closing balance loans,LE00000,AFL0400,4196
2012.03,Local government institutions,321,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2012.03,Local government institutions,321,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2012.03,Local government institutions,321,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,511
2012.03,Local government institutions,321,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,2513
2012.03,Local government institutions,321,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,69254
2012.03,Local government institutions,321,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,41142
2012.03,Local government institutions,321,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,28112
2012.03,Local government institutions,321,Closing balance net worth,LE00000,B900000,71900
2012.03,Local government institutions,321,Closing balance total liabilities and net worth,LE00000,L000000,83540
2012.03,Non-profit institutions serving households,400,Closing balance total assets,LE00000,A000000,27407
2012.03,Non-profit institutions serving households,400,Financial assets Closing balance Total financial assets,LE00000,AFA0000,11831
2012.03,Non-profit institutions serving households,400,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Non-profit institutions serving households,400,Financial assets Closing balance currency and deposits,LE00000,AFA0200,4594
2012.03,Non-profit institutions serving households,400,Financial assets Closing balance debt securities,LE00000,AFA0300,174
2012.03,Non-profit institutions serving households,400,Financial assets Closing balance loans,LE00000,AFA0400,6363
2012.03,Non-profit institutions serving households,400,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,371
2012.03,Non-profit institutions serving households,400,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2012.03,Non-profit institutions serving households,400,Financial assets Closing balance financial derivatives,LE00000,AFA0700,34
2012.03,Non-profit institutions serving households,400,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,295
2012.03,Non-profit institutions serving households,400,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,656
2012.03,Non-profit institutions serving households,400,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Non-profit institutions serving households,400,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2012.03,Non-profit institutions serving households,400,Financial liabilities Closing balance debt securities,LE00000,AFL0300,1
2012.03,Non-profit institutions serving households,400,Financial liabilities Closing balance loans,LE00000,AFL0400,413
2012.03,Non-profit institutions serving households,400,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2012.03,Non-profit institutions serving households,400,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2012.03,Non-profit institutions serving households,400,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2012.03,Non-profit institutions serving households,400,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,242
2012.03,Non-profit institutions serving households,400,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,15576
2012.03,Non-profit institutions serving households,400,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,7642
2012.03,Non-profit institutions serving households,400,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,7934
2012.03,Non-profit institutions serving households,400,Closing balance net worth,LE00000,B900000,26751
2012.03,Non-profit institutions serving households,400,Closing balance total liabilities and net worth,LE00000,L000000,27407
2012.03,Households,511,Closing balance total assets,LE00000,A000000,1155839
2012.03,Households,511,Financial assets Closing balance Total financial assets,LE00000,AFA0000,686321
2012.03,Households,511,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Households,511,Financial assets Closing balance currency and deposits,LE00000,AFA0200,109218
2012.03,Households,511,Financial assets Closing balance debt securities,LE00000,AFA0300,5520
2012.03,Households,511,Financial assets Closing balance loans,LE00000,AFA0400,541
2012.03,Households,511,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,510377
2012.03,Households,511,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,60664
2012.03,Households,511,Financial assets Closing balance financial derivatives,LE00000,AFA0700,0
2012.03,Households,511,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2012.03,Households,511,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,147777
2012.03,Households,511,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Households,511,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2012.03,Households,511,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2012.03,Households,511,Financial liabilities Closing balance loans,LE00000,AFL0400,147777
2012.03,Households,511,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2012.03,Households,511,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2012.03,Households,511,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,0
2012.03,Households,511,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2012.03,Households,511,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,469519
2012.03,Households,511,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,187928
2012.03,Households,511,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,281591
2012.03,Households,511,Closing balance net worth,LE00000,B900000,1008062
2012.03,Households,511,Closing balance total liabilities and net worth,LE00000,L000000,1155839
2012.03,Rest of the world,611,Closing balance total assets,LE00000,A000000,319456
2012.03,Rest of the world,611,Financial assets Closing balance Total financial assets,LE00000,AFA0000,319456
2012.03,Rest of the world,611,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1616
2012.03,Rest of the world,611,Financial assets Closing balance currency and deposits,LE00000,AFA0200,27582
2012.03,Rest of the world,611,Financial assets Closing balance debt securities,LE00000,AFA0300,124594
2012.03,Rest of the world,611,Financial assets Closing balance loans,LE00000,AFA0400,75783
2012.03,Rest of the world,611,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,63106
2012.03,Rest of the world,611,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2012.03,Rest of the world,611,Financial assets Closing balance financial derivatives,LE00000,AFA0700,19195
2012.03,Rest of the world,611,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,7581
2012.03,Rest of the world,611,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,176924
2012.03,Rest of the world,611,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1557
2012.03,Rest of the world,611,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,6290
2012.03,Rest of the world,611,Financial liabilities Closing balance debt securities,LE00000,AFL0300,39123
