Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,Forestry and logging,SG01RSC04B01AA2,1995Q1,0.0106098,207.272
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1995Q1,0.0085406,308.869
Industry groups,Mining,SG01RSC04B01BB1,1995Q1,0.0121190,554.115
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1995Q1,0.0548977,1220.884
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1995Q1,0.0105634,283.490
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1995Q1,0.0200734,453.944
Industry groups,Printing,SG01RSC04B01CC4,1995Q1,0.0069426,213.465
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1995Q1,0.0392051,947.834
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1995Q1,0.0063766,192.673
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1995Q1,0.0193214,639.843
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1995Q1,0.0219723,866.280
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1995Q1,0.0051934,193.075
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1995Q1,0.0295518,1232.530
Industry groups,Construction,SG01RSC04B01EE1,1995Q1,0.0391560,1451.575
Industry groups,Wholesale trade,SG01RSC04B01FF1,1995Q1,0.0552540,1776.364
Industry groups,Retail trade,SG01RSC04B01GH1,1995Q1,0.0471322,1320.735
Industry groups,Accommodation services,SG01RSC04B01GH2,1995Q1,0.0178629,713.861
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1995Q1,0.0532403,1386.913
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1995Q1,0.0398255,632.459
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1995Q1,0.0450668,1602.421
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1995Q1,0.0507076,1919.320
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1995Q1,0.0717930,2078.430
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1995Q1,0.0515903,2109.517
Industry groups,Administrative and support services,SG01RSC04B01MN2,1995Q1,0.0143817,627.044
Industry groups,Local Government administration,SG01RSC04B01OO1,1995Q1,0.0048869,164.348
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1995Q1,0.0350076,1204.629
Industry groups,Education and training,SG01RSC04B01PP1,1995Q1,0.0387527,1757.452
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1995Q1,0.0423560,1540.216
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1995Q1,0.0107983,441.261
Industry groups,Other services,SG01RSC04B01RS2,1995Q1,0.0170456,575.281
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1995Q1,0.0738481,2186.876
Industry groups,Agriculture,SG01RSC04B01AA1,1995Q2,0.0453697,1839.093
Industry groups,Forestry and logging,SG01RSC04B01AA2,1995Q2,0.0102935,212.512
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1995Q2,0.0088423,317.829
Industry groups,Mining,SG01RSC04B01BB1,1995Q2,0.0112127,538.046
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1995Q2,0.0524956,1230.485
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1995Q2,0.0103778,275.459
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1995Q2,0.0209034,443.132
Industry groups,Printing,SG01RSC04B01CC4,1995Q2,0.0070352,222.359
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1995Q2,0.0335357,905.178
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1995Q2,0.0063262,181.761
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1995Q2,0.0193815,619.079
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1995Q2,0.0221184,844.973
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1995Q2,0.0048327,186.547
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1995Q2,0.0273793,1338.691
Industry groups,Construction,SG01RSC04B01EE1,1995Q2,0.0416344,1508.675
Industry groups,Wholesale trade,SG01RSC04B01FF1,1995Q2,0.0560645,1842.214
Industry groups,Retail trade,SG01RSC04B01GH1,1995Q2,0.0467210,1327.788
Industry groups,Accommodation services,SG01RSC04B01GH2,1995Q2,0.0180816,797.134
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1995Q2,0.0540741,1416.616
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1995Q2,0.0424079,645.973
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1995Q2,0.0401640,1593.536
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1995Q2,0.0515865,1961.888
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1995Q2,0.0751390,2050.660
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1995Q2,0.0547344,2043.923
Industry groups,Administrative and support services,SG01RSC04B01MN2,1995Q2,0.0154970,600.886
Industry groups,Local Government administration,SG01RSC04B01OO1,1995Q2,0.0047938,167.940
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1995Q2,0.0340140,1203.824
Industry groups,Education and training,SG01RSC04B01PP1,1995Q2,0.0393389,1764.459
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1995Q2,0.0428286,1574.544
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1995Q2,0.0114010,447.896
Industry groups,Other services,SG01RSC04B01RS2,1995Q2,0.0174796,571.043
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1995Q2,0.0739358,2192.534
Industry groups,Agriculture,SG01RSC04B01AA1,1995Q3,0.0453697,1810.047
Industry groups,Forestry and logging,SG01RSC04B01AA2,1995Q3,0.0102935,214.327
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1995Q3,0.0088423,323.117
Industry groups,Mining,SG01RSC04B01BB1,1995Q3,0.0112127,639.823
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1995Q3,0.0524956,1227.976
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1995Q3,0.0103778,267.811
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1995Q3,0.0209034,428.622
Industry groups,Printing,SG01RSC04B01CC4,1995Q3,0.0070352,223.736
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1995Q3,0.0335357,929.415
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1995Q3,0.0063262,185.129
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1995Q3,0.0193815,613.424
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1995Q3,0.0221184,823.779
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1995Q3,0.0048327,176.768
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1995Q3,0.0273793,1293.342
Industry groups,Construction,SG01RSC04B01EE1,1995Q3,0.0416344,1480.340
Industry groups,Wholesale trade,SG01RSC04B01FF1,1995Q3,0.0560645,1857.764
Industry groups,Retail trade,SG01RSC04B01GH1,1995Q3,0.0467210,1342.827
Industry groups,Accommodation services,SG01RSC04B01GH2,1995Q3,0.0180816,720.784
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1995Q3,0.0540741,1473.420
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1995Q3,0.0424079,668.536
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1995Q3,0.0401640,1607.650
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1995Q3,0.0515865,1999.484
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1995Q3,0.0751390,2053.018
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1995Q3,0.0547344,2168.525
Industry groups,Administrative and support services,SG01RSC04B01MN2,1995Q3,0.0154970,630.709
Industry groups,Local Government administration,SG01RSC04B01OO1,1995Q3,0.0047938,168.384
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1995Q3,0.0340140,1207.695
Industry groups,Education and training,SG01RSC04B01PP1,1995Q3,0.0393389,1777.331
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1995Q3,0.0428286,1583.687
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1995Q3,0.0114010,467.293
Industry groups,Other services,SG01RSC04B01RS2,1995Q3,0.0174796,587.415
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1995Q3,0.0739358,2214.142
Industry groups,Agriculture,SG01RSC04B01AA1,1995Q4,0.0453697,1864.038
Industry groups,Forestry and logging,SG01RSC04B01AA2,1995Q4,0.0102935,213.327
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1995Q4,0.0088423,322.685
Industry groups,Mining,SG01RSC04B01BB1,1995Q4,0.0112127,582.130
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1995Q4,0.0524956,1278.422
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1995Q4,0.0103778,278.588
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1995Q4,0.0209034,421.840
Industry groups,Printing,SG01RSC04B01CC4,1995Q4,0.0070352,223.835
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1995Q4,0.0335357,878.683
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1995Q4,0.0063262,189.383
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1995Q4,0.0193815,607.021
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1995Q4,0.0221184,881.467
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1995Q4,0.0048327,178.030
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1995Q4,0.0273793,1323.224
Industry groups,Construction,SG01RSC04B01EE1,1995Q4,0.0416344,1526.876
Industry groups,Wholesale trade,SG01RSC04B01FF1,1995Q4,0.0560645,1832.241
Industry groups,Retail trade,SG01RSC04B01GH1,1995Q4,0.0467210,1345.741
Industry groups,Accommodation services,SG01RSC04B01GH2,1995Q4,0.0180816,716.360
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1995Q4,0.0540741,1488.792
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1995Q4,0.0424079,674.411
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1995Q4,0.0401640,1617.018
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1995Q4,0.0515865,2041.949
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1995Q4,0.0751390,2055.908
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1995Q4,0.0547344,2167.168
Industry groups,Administrative and support services,SG01RSC04B01MN2,1995Q4,0.0154970,640.595
Industry groups,Local Government administration,SG01RSC04B01OO1,1995Q4,0.0047938,168.182
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1995Q4,0.0340140,1222.918
Industry groups,Education and training,SG01RSC04B01PP1,1995Q4,0.0393389,1789.731
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1995Q4,0.0428286,1602.329
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1995Q4,0.0114010,467.833
Industry groups,Other services,SG01RSC04B01RS2,1995Q4,0.0174796,593.983
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1995Q4,0.0739358,2229.315
Industry groups,Agriculture,SG01RSC04B01AA1,1996Q1,0.0453697,1932.836
Industry groups,Forestry and logging,SG01RSC04B01AA2,1996Q1,0.0102935,208.300
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1996Q1,0.0088423,339.239
Industry groups,Mining,SG01RSC04B01BB1,1996Q1,0.0112127,598.960
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1996Q1,0.0524956,1308.113
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1996Q1,0.0103778,281.923
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1996Q1,0.0209034,428.424
Industry groups,Printing,SG01RSC04B01CC4,1996Q1,0.0070352,219.813
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1996Q1,0.0335357,915.516
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1996Q1,0.0063262,189.104
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1996Q1,0.0193815,596.553
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1996Q1,0.0221184,864.287
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1996Q1,0.0048327,171.274
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1996Q1,0.0273793,1322.135
Industry groups,Construction,SG01RSC04B01EE1,1996Q1,0.0416344,1546.310
Industry groups,Wholesale trade,SG01RSC04B01FF1,1996Q1,0.0560645,1805.523
Industry groups,Retail trade,SG01RSC04B01GH1,1996Q1,0.0467210,1368.523
Industry groups,Accommodation services,SG01RSC04B01GH2,1996Q1,0.0180816,726.852
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1996Q1,0.0540741,1537.169
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1996Q1,0.0424079,688.404
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1996Q1,0.0401640,1604.161
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1996Q1,0.0515865,2124.286
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1996Q1,0.0751390,2062.699
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1996Q1,0.0547344,2249.268
Industry groups,Administrative and support services,SG01RSC04B01MN2,1996Q1,0.0154970,659.090
Industry groups,Local Government administration,SG01RSC04B01OO1,1996Q1,0.0047938,166.265
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1996Q1,0.0340140,1251.780
Industry groups,Education and training,SG01RSC04B01PP1,1996Q1,0.0393389,1801.654
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1996Q1,0.0428286,1590.616
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1996Q1,0.0114010,479.836
Industry groups,Other services,SG01RSC04B01RS2,1996Q1,0.0174796,616.656
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1996Q1,0.0739358,2297.956
Industry groups,Agriculture,SG01RSC04B01AA1,1996Q2,0.0456190,1960.515
Industry groups,Forestry and logging,SG01RSC04B01AA2,1996Q2,0.0097612,196.251
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1996Q2,0.0089939,346.446
Industry groups,Mining,SG01RSC04B01BB1,1996Q2,0.0123538,616.364
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1996Q2,0.0500931,1274.755
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1996Q2,0.0104487,281.244
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1996Q2,0.0186217,453.887
Industry groups,Printing,SG01RSC04B01CC4,1996Q2,0.0067940,224.049
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1996Q2,0.0299544,902.828
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1996Q2,0.0059410,188.715
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1996Q2,0.0181425,615.368
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1996Q2,0.0219233,904.047
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1996Q2,0.0046777,178.653
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1996Q2,0.0280689,1265.436
Industry groups,Construction,SG01RSC04B01EE1,1996Q2,0.0436017,1598.556
Industry groups,Wholesale trade,SG01RSC04B01FF1,1996Q2,0.0526870,1820.098
Industry groups,Retail trade,SG01RSC04B01GH1,1996Q2,0.0453592,1382.035
Industry groups,Accommodation services,SG01RSC04B01GH2,1996Q2,0.0190023,733.084
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1996Q2,0.0496948,1516.510
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1996Q2,0.0426668,701.299
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1996Q2,0.0405114,1614.428
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1996Q2,0.0547265,2091.296
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1996Q2,0.0765520,2063.796
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1996Q2,0.0606340,2298.528
Industry groups,Administrative and support services,SG01RSC04B01MN2,1996Q2,0.0175451,655.550
Industry groups,Local Government administration,SG01RSC04B01OO1,1996Q2,0.0043191,171.642
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1996Q2,0.0343323,1246.912
Industry groups,Education and training,SG01RSC04B01PP1,1996Q2,0.0395432,1815.202
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1996Q2,0.0437946,1606.492
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1996Q2,0.0114227,457.827
Industry groups,Other services,SG01RSC04B01RS2,1996Q2,0.0176184,613.185
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1996Q2,0.0745954,2341.055
Industry groups,Agriculture,SG01RSC04B01AA1,1996Q3,0.0456190,2066.255
Industry groups,Forestry and logging,SG01RSC04B01AA2,1996Q3,0.0097612,207.263
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1996Q3,0.0089939,341.812
